ImageId,Label
678,1
679,6
680,0
681,6
682,7
683,3
684,1
685,1
686,3
687,4
688,6
689,7
690,7
691,8
692,6
693,0
694,1
695,8
696,4
697,3
698,7
699,8
700,8
701,7
702,0
703,4
704,0
705,6
706,0
707,7
708,4
709,6
710,0
711,3
712,8
713,1
714,3
715,8
716,6
717,6
718,3
719,7
720,3
721,7
722,3
723,1
724,0
725,1
726,6
727,6
728,7
729,7
730,7
731,7
732,1
733,3
734,6
735,7
736,7
737,1
738,3
739,1
740,3
741,7
742,7
743,3
744,7
745,3
746,7
747,8
748,7
749,3
750,6
751,7
752,7
753,4
754,7
755,1
756,7
757,7
758,1
759,1
760,3
761,8
762,0
763,7
764,0
765,4
766,0
767,0
768,3
769,1
770,8
771,6
772,3
773,0
774,1
775,3
776,3
777,4
778,6
779,3
780,1
781,1
782,6
783,7
784,8
785,3
786,3
787,3
788,7
789,3
790,3
791,3
792,0
793,7
794,0
795,7
796,8
797,1
798,6
799,7
800,7
801,1
802,1
803,3
804,3
805,1
806,7
807,7
808,6
809,7
810,1
811,8
812,7
813,7
814,8
815,4
816,7
817,0
818,7
819,7
820,7
821,3
822,0
823,3
824,0
825,1
826,7
827,3
828,4
829,7
830,6
831,1
832,3
833,3
834,4
835,3
836,7
837,6
838,1
839,3
840,3
841,8
842,4
843,0
844,8
845,1
846,3
847,7
848,6
849,8
850,3
851,8
852,4
853,7
854,7
855,6
856,3
857,1
858,3
859,7
860,3
861,0
862,7
863,1
864,7
865,6
866,3
867,6
868,7
869,3
870,3
871,4
872,1
873,4
874,3
875,3
876,3
877,1
878,1
879,0
880,1
881,4
882,4
883,1
884,1
885,8
886,7
887,1
888,3
889,4
890,7
891,1
892,7
893,6
894,0
895,7
896,6
897,7
898,7
899,8
900,1
901,3
902,3
903,3
904,7
905,4
906,7
907,7
908,3
909,6
910,7
911,6
912,3
913,4
914,7
915,1
916,6
917,7
918,3
919,1
920,3
921,7
922,3
923,3
924,7
925,4
926,7
927,7
928,6
929,6
930,3
931,3
932,6
933,1
934,4
935,1
936,0
937,7
938,4
939,7
940,3
941,6
942,0
943,6
944,1
945,0
946,7
947,3
948,6
949,7
950,8
951,6
952,4
953,1
954,6
955,3
956,1
957,3
958,3
959,6
960,6
961,7
962,7
963,7
964,0
965,4
966,3
967,1
968,8
969,8
970,3
971,3
972,1
973,4
974,6
975,1
976,0
977,8
978,0
979,7
980,7
981,3
982,8
983,7
984,7
985,7
986,7
987,0
988,3
989,3
990,6
991,1
992,7
993,0
994,6
995,8
996,3
997,6
998,6
999,1
1000,4
1001,0
1002,7
1003,0
1004,7
1005,1
1006,3
1007,7
1008,6
1009,1
1010,4
1011,6
1012,6
1013,3
1014,7
1015,3
1016,7
1017,6
1018,3
1019,7
1020,7
1021,1
1022,7
1023,7
1024,6
1025,6
1026,6
1027,1
1028,3
1029,7
1030,1
1031,7
1032,1
1033,8
1034,4
1035,7
1036,1
1037,3
1038,1
1039,3
1040,0
1041,1
1042,6
1043,1
1044,7
1045,6
1046,1
1047,7
1048,7
1049,6
1050,6
1051,6
1052,3
1053,3
1054,3
1055,7
1056,1
1057,1
1058,3
1059,6
1060,3
1061,0
1062,0
1063,6
1064,0
1065,7
1066,4
1067,7
1068,0
1069,3
1070,7
1071,8
1072,3
1073,7
1074,6
1075,7
1076,8
1077,3
1078,1
1079,8
1080,7
1081,8
1082,0
1083,8
1084,3
1085,7
1086,7
1087,6
1088,6
1089,3
1090,1
1091,3
1092,1
1093,3
1094,1
1095,7
1096,6
1097,3
1098,3
1099,3
1100,3
1101,4
1102,1
1103,7
1104,1
1105,3
1106,6
1107,0
1108,6
1109,7
1110,6
1111,7
1112,8
1113,7
1114,1
1115,0
1116,3
1117,6
1118,6
1119,1
1120,7
1121,8
1122,1
1123,4
1124,1
1125,6
1126,3
1127,8
1128,6
1129,1
1130,1
1131,0
1132,3
1133,8
1134,0
1135,3
1136,6
1137,8
1138,1
1139,7
1140,7
1141,0
1142,0
1143,8
1144,1
1145,6
1146,3
1147,7
1148,3
1149,3
1150,3
1151,3
1152,7
1153,7
1154,7
1155,7
1156,7
1157,7
1158,1
1159,8
1160,3
1161,7
1162,1
1163,4
1164,0
1165,6
1166,7
1167,1
1168,6
1169,4
1170,1
1171,1
1172,6
1173,7
1174,1
1175,8
1176,1
1177,8
1178,7
1179,6
1180,3
1181,3
1182,3
1183,4
1184,7
1185,0
1186,7
1187,0
1188,3
1189,0
1190,7
1191,7
1192,3
1193,3
1194,8
1195,8
1196,7
1197,3
1198,0
1199,4
1200,4
1201,4
1202,7
1203,3
1204,3
1205,1
1206,7
1207,7
1208,6
1209,7
1210,6
1211,1
1212,8
1213,8
1214,7
1215,3
1216,4
1217,3
1218,7
1219,7
1220,6
1221,0
1222,0
1223,3
1224,3
1225,3
1226,7
1227,7
1228,7
1229,7
1230,4
1231,7
1232,3
1233,0
1234,3
1235,7
1236,1
1237,7
1238,1
1239,7
1240,7
1241,7
1242,1
1243,7
1244,7
1245,6
1246,7
1247,1
1248,4
1249,3
1250,1
1251,6
1252,6
1253,0
1254,1
1255,3
1256,3
1257,7
1258,6
1259,1
1260,3
1261,1
1262,7
1263,7
1264,6
1265,6
1266,6
1267,7
1268,4
1269,3
1270,1
1271,1
1272,3
1273,1
1274,3
1275,0
1276,7
1277,0
1278,1
1279,7
1280,6
1281,1
1282,1
1283,7
1284,0
1285,7
1286,1
1287,0
1288,3
1289,1
1290,1
1291,4
1292,8
1293,7
1294,6
1295,3
1296,7
1297,4
1298,6
1299,8
1300,6
1301,6
1302,6
1303,1
1304,1
1305,4
1306,0
1307,7
1308,8
1309,0
1310,7
1311,6
1312,7
1313,4
1314,3
1315,7
1316,6
1317,8
1318,7
1319,7
1320,3
1321,7
1322,3
1323,3
1324,1
1325,8
1326,0
1327,8
1328,6
1329,8
1330,1
1331,3
1332,0
1333,3
1334,1
1335,7
1336,1
1337,4
1338,3
1339,3
1340,6
1341,3
1342,7
1343,1
1344,3
1345,3
1346,0
1347,3
1348,6
1349,1
1350,8
1351,3
1352,6
1353,7
1354,6
1355,3
1356,6
1357,4
1358,7
1359,1
1360,3
1361,7
1362,8
1363,7
1364,3
1365,8
1366,4
1367,0
1368,3
1369,6
1370,1
1371,6
1372,7
1373,6
1374,1
1375,1
1376,0
1377,3
1378,0
1379,7
1380,1
1381,7
1382,4
1383,0
1384,7
1385,7
1386,3
1387,7
1388,8
1389,8
1390,7
1391,1
1392,7
1393,3
1394,7
1395,7
1396,4
1397,7
1398,8
1399,7
1400,4
1401,1
1402,3
1403,7
1404,8
1405,7
1406,3
1407,7
1408,3
1409,7
1410,3
1411,4
1412,1
1413,3
1414,1
1415,7
1416,3
1417,7
1418,1
1419,1
1420,7
1421,7
1422,1
1423,3
1424,6
1425,8
1426,8
1427,3
1428,0
1429,8
1430,8
1431,4
1432,7
1433,1
1434,7
1435,4
1436,8
1437,7
1438,4
1439,7
1440,7
1441,6
1442,3
1443,8
1444,7
1445,7
1446,8
1447,0
1448,4
1449,7
1450,0
1451,1
1452,8
1453,4
1454,0
1455,7
1456,0
1457,4
1458,7
1459,0
1460,8
1461,7
1462,3
1463,3
1464,3
1465,6
1466,1
1467,3
1468,1
1469,7
1470,3
1471,1
1472,0
1473,6
1474,7
1475,7
1476,3
1477,3
1478,4
1479,7
1480,1
1481,8
1482,1
1483,6
1484,7
1485,4
1486,0
1487,7
1488,7
1489,7
1490,6
1491,4
1492,3
1493,8
1494,7
1495,3
1496,0
1497,8
1498,0
1499,7
1500,3
1501,0
1502,1
1503,1
1504,3
1505,8
1506,4
1507,0
1508,1
1509,3
1510,0
1511,7
1512,3
1513,6
1514,7
1515,3
1516,1
1517,1
1518,7
1519,4
1520,7
1521,3
1522,7
1523,7
1524,1
1525,1
1526,3
1527,8
1528,3
1529,1
1530,3
1531,4
1532,1
1533,3
1534,4
1535,0
1536,1
1537,0
1538,1
1539,0
1540,0
1541,7
1542,1
1543,3
1544,3
1545,3
1546,7
1547,7
1548,7
1549,7
1550,4
1551,6
1552,8
1553,1
1554,7
1555,1
1556,4
1557,7
1558,8
1559,4
1560,0
1561,3
1562,7
1563,1
1564,7
1565,3
1566,0
1567,1
1568,7
1569,7
1570,6
1571,3
1572,0
1573,8
1574,7
1575,7
1576,6
1577,6
1578,1
1579,7
1580,6
1581,3
1582,8
1583,8
1584,1
1585,1
1586,6
1587,6
1588,4
1589,0
1590,8
1591,3
1592,6
1593,3
1594,3
1595,6
1596,7
1597,1
1598,8
1599,6
1600,3
1601,7
1602,7
1603,7
1604,6
1605,6
1606,0
1607,3
1608,1
1609,1
1610,1
1611,3
1612,7
1613,3
1614,3
1615,1
1616,4
1617,3
1618,6
1619,1
1620,1
1621,3
1622,6
1623,1
1624,4
1625,7
1626,4
1627,7
1628,6
1629,6
1630,7
1631,3
1632,7
1633,6
1634,6
1635,1
1636,0
1637,7
1638,8
1639,8
1640,7
1641,3
1642,7
1643,7
1644,7
1645,1
1646,4
1647,6
1648,8
1649,0
1650,0
1651,1
1652,7
1653,7
1654,8
1655,8
1656,7
1657,8
1658,6
1659,4
1660,8
1661,1
1662,3
1663,3
1664,1
1665,1
1666,3
1667,6
1668,6
1669,7
1670,6
1671,8
1672,3
1673,7
1674,3
1675,7
1676,8
1677,6
1678,6
1679,1
1680,3
1681,3
1682,3
1683,6
1684,8
1685,3
1686,6
1687,1
1688,3
1689,3
1690,7
1691,1
1692,3
1693,6
1694,6
1695,1
1696,7
1697,4
1698,1
1699,4
1700,0
1701,6
1702,8
1703,0
1704,7
1705,1
1706,3
1707,0
1708,8
1709,0
1710,7
1711,4
1712,1
1713,7
1714,7
1715,7
1716,7
1717,7
1718,0
1719,8
1720,1
1721,3
1722,3
1723,1
1724,6
1725,7
1726,4
1727,1
1728,1
1729,3
1730,7
1731,3
1732,4
1733,1
1734,7
1735,4
1736,0
1737,3
1738,3
1739,1
1740,0
1741,0
1742,1
1743,3
1744,7
1745,1
1746,7
1747,1
1748,0
1749,0
1750,3
1751,7
1752,1
1753,6
1754,4
1755,3
1756,7
1757,0
1758,3
1759,1
1760,6
1761,3
1762,6
1763,7
1764,7
1765,1
1766,8
1767,7
1768,3
1769,1
1770,1
1771,3
1772,6
1773,6
1774,7
1775,3
1776,3
1777,8
1778,6
1779,7
1780,4
1781,1
1782,3
1783,4
1784,0
1785,6
1786,6
1787,6
1788,3
1789,6
1790,8
1791,4
1792,1
1793,4
1794,6
1795,4
1796,6
1797,6
1798,3
1799,0
1800,7
1801,0
1802,0
1803,0
1804,0
1805,3
1806,4
1807,4
1808,3
1809,6
1810,7
1811,8
1812,6
1813,0
1814,3
1815,1
1816,8
1817,3
1818,6
1819,3
1820,8
1821,7
1822,1
1823,1
1824,3
1825,7
1826,7
1827,3
1828,0
1829,3
1830,3
1831,4
1832,6
1833,8
1834,3
1835,1
1836,0
1837,0
1838,4
1839,3
1840,6
1841,6
1842,6
1843,4
1844,3
1845,0
1846,6
1847,7
1848,1
1849,3
1850,3
1851,3
1852,8
1853,8
1854,7
1855,7
1856,7
1857,3
1858,6
1859,3
1860,7
1861,3
1862,1
1863,6
1864,7
1865,8
1866,3
1867,1
1868,7
1869,3
1870,1
1871,3
1872,8
1873,3
1874,6
1875,4
1876,0
1877,6
1878,1
1879,8
1880,7
1881,7
1882,7
1883,7
1884,3
1885,0
1886,7
1887,3
1888,1
1889,7
1890,3
1891,7
1892,7
1893,6
1894,3
1895,3
1896,1
1897,1
1898,3
1899,8
1900,4
1901,0
1902,0
1903,3
1904,4
1905,7
1906,7
1907,3
1908,3
1909,1
1910,7
1911,1
1912,3
1913,3
1914,7
1915,1
1916,7
1917,4
1918,0
1919,1
1920,7
1921,0
1922,6
1923,7
1924,6
1925,7
1926,7
1927,1
1928,7
1929,4
1930,4
1931,3
1932,8
1933,6
1934,3
1935,6
1936,1
1937,8
1938,3
1939,7
1940,3
1941,4
1942,7
1943,0
1944,7
1945,3
1946,3
1947,8
1948,6
1949,6
1950,0
1951,7
1952,4
1953,3
1954,1
1955,7
1956,7
1957,8
1958,3
1959,1
1960,1
1961,3
1962,3
1963,6
1964,1
1965,3
1966,6
1967,1
1968,7
1969,3
1970,0
1971,4
1972,7
1973,7
1974,1
1975,8
1976,4
1977,0
1978,7
1979,3
1980,0
1981,7
1982,7
1983,6
1984,7
1985,0
1986,1
1987,0
1988,1
1989,4
1990,3
1991,7
1992,8
1993,4
1994,8
1995,3
1996,3
1997,0
1998,3
1999,3
2000,7
2001,3
2002,3
2003,1
2004,6
2005,7
2006,6
2007,4
2008,4
2009,7
2010,1
2011,1
2012,7
2013,1
2014,6
2015,6
2016,7
2017,0
2018,8
2019,7
2020,1
2021,3
2022,7
2023,7
2024,6
2025,8
2026,6
2027,8
2028,3
2029,1
2030,7
2031,3
2032,3
2033,8
2034,3
2035,8
2036,3
2037,6
2038,7
2039,6
2040,7
2041,7
2042,1
2043,1
2044,7
2045,4
2046,8
2047,8
2048,0
2049,6
2050,4
2051,0
2052,7
2053,7
2054,1
2055,8
2056,8
2057,4
2058,3
2059,3
2060,3
2061,7
2062,0
2063,7
2064,0
2065,4
2066,3
2067,1
2068,7
2069,1
2070,7
2071,4
2072,7
2073,3
2074,7
2075,6
2076,3
2077,7
2078,0
2079,0
2080,8
2081,3
2082,1
2083,6
2084,8
2085,8
2086,0
2087,0
2088,4
2089,1
2090,3
2091,4
2092,3
2093,3
2094,3
2095,7
2096,6
2097,1
2098,3
2099,4
2100,3
2101,7
2102,7
2103,7
2104,6
2105,6
2106,6
2107,1
2108,4
2109,3
2110,3
2111,6
2112,7
2113,6
2114,6
2115,6
2116,7
2117,0
2118,3
2119,6
2120,1
2121,7
2122,8
2123,3
2124,7
2125,7
2126,6
2127,8
2128,0
2129,6
2130,8
2131,6
2132,4
2133,7
2134,4
2135,1
2136,6
2137,8
2138,1
2139,7
2140,3
2141,6
2142,1
2143,7
2144,3
2145,1
2146,3
2147,3
2148,8
2149,1
2150,7
2151,7
2152,0
2153,3
2154,3
2155,3
2156,0
2157,7
2158,3
2159,0
2160,8
2161,7
2162,1
2163,7
2164,7
2165,3
2166,3
2167,3
2168,1
2169,3
2170,1
2171,7
2172,3
2173,8
2174,0
2175,4
2176,7
2177,0
2178,8
2179,7
2180,4
2181,4
2182,6
2183,0
2184,4
2185,6
2186,8
2187,7
2188,1
2189,4
2190,7
2191,7
2192,7
2193,4
2194,4
2195,7
2196,3
2197,3
2198,7
2199,7
2200,3
2201,1
2202,7
2203,3
2204,6
2205,4
2206,0
2207,6
2208,6
2209,1
2210,7
2211,0
2212,4
2213,0
2214,1
2215,1
2216,6
2217,7
2218,3
2219,7
2220,7
2221,1
2222,8
2223,7
2224,7
2225,0
2226,1
2227,4
2228,6
2229,1
2230,1
2231,7
2232,8
2233,6
2234,1
2235,1
2236,7
2237,7
2238,4
2239,8
2240,0
2241,3
2242,7
2243,3
2244,8
2245,7
2246,4
2247,6
2248,3
2249,3
2250,3
2251,7
2252,0
2253,3
2254,6
2255,7
2256,1
2257,4
2258,6
2259,0
2260,6
2261,3
2262,3
2263,0
2264,0
2265,8
2266,8
2267,0
2268,7
2269,6
2270,0
2271,1
2272,1
2273,3
2274,7
2275,7
2276,4
2277,6
2278,3
2279,8
2280,7
2281,7
2282,0
2283,3
2284,6
2285,6
2286,0
2287,3
2288,3
2289,7
2290,6
2291,3
2292,7
2293,0
2294,1
2295,7
2296,3
2297,6
2298,6
2299,8
2300,7
2301,6
2302,3
2303,0
2304,3
2305,4
2306,0
2307,0
2308,3
2309,1
2310,3
2311,7
2312,3
2313,7
2314,7
2315,0
2316,1
2317,1
2318,7
2319,3
2320,6
2321,3
2322,7
2323,6
2324,3
2325,7
2326,3
2327,7
2328,6
2329,3
2330,3
2331,3
2332,8
2333,8
2334,7
2335,8
2336,7
2337,3
2338,3
2339,7
2340,7
2341,7
2342,6
2343,7
2344,3
2345,6
2346,7
2347,4
2348,6
2349,6
2350,0
2351,7
2352,7
2353,7
2354,7
2355,4
2356,1
2357,7
2358,1
2359,8
2360,1
2361,0
2362,3
2363,6
2364,7
2365,1
2366,3
2367,0
2368,8
2369,0
2370,3
2371,6
2372,6
2373,4
2374,6
2375,1
2376,1
2377,3
2378,7
2379,6
2380,7
2381,3
2382,3
2383,6
2384,3
2385,3
2386,7
2387,3
2388,7
2389,8
2390,8
2391,1
2392,0
2393,0
2394,7
2395,7
2396,1
2397,6
2398,0
2399,8
2400,1
2401,4
2402,3
2403,3
2404,1
2405,7
2406,3
2407,1
2408,0
2409,7
2410,7
2411,7
2412,0
2413,1
2414,4
2415,3
2416,7
2417,7
2418,7
2419,8
2420,6
2421,3
2422,3
2423,0
2424,0
2425,3
2426,7
2427,8
2428,7
2429,7
2430,8
2431,3
2432,0
2433,0
2434,3
2435,8
2436,3
2437,3
2438,7
2439,0
2440,1
2441,1
2442,3
2443,4
2444,8
2445,8
2446,3
2447,8
2448,4
2449,4
2450,1
2451,0
2452,8
2453,3
2454,1
2455,3
2456,6
2457,7
2458,1
2459,7
2460,8
2461,7
2462,0
2463,3
2464,8
2465,3
2466,1
2467,0
2468,3
2469,3
2470,7
2471,7
2472,3
2473,1
2474,7
2475,6
2476,3
2477,3
2478,4
2479,0
2480,6
2481,1
2482,3
2483,7
2484,4
2485,1
2486,4
2487,7
2488,7
2489,7
2490,6
2491,1
2492,3
2493,6
2494,6
2495,7
2496,0
2497,7
2498,1
2499,1
2500,7
2501,3
2502,7
2503,6
2504,7
2505,1
2506,4
2507,6
2508,6
2509,1
2510,0
2511,3
2512,6
2513,1
2514,0
2515,6
2516,7
2517,6
2518,6
2519,0
2520,6
2521,0
2522,8
2523,0
2524,0
2525,8
2526,6
2527,3
2528,3
2529,0
2530,6
2531,6
2532,7
2533,1
2534,7
2535,7
2536,8
2537,7
2538,0
2539,4
2540,1
2541,1
2542,3
2543,0
2544,1
2545,1
2546,3
2547,0
2548,6
2549,7
2550,7
2551,3
2552,6
2553,8
2554,7
2555,8
2556,3
2557,7
2558,6
2559,6
2560,7
2561,7
2562,3
2563,7
2564,1
2565,3
2566,6
2567,0
2568,4
2569,7
2570,7
2571,6
2572,7
2573,3
2574,7
2575,1
2576,0
2577,3
2578,7
2579,0
2580,1
2581,1
2582,4
2583,1
2584,3
2585,7
2586,7
2587,3
2588,7
2589,6
2590,8
2591,7
2592,3
2593,3
2594,1
2595,6
2596,8
2597,8
2598,6
2599,7
2600,0
2601,1
2602,7
2603,8
2604,3
2605,4
2606,4
2607,0
2608,1
2609,6
2610,7
2611,7
2612,3
2613,4
2614,3
2615,1
2616,7
2617,6
2618,1
2619,3
2620,3
2621,3
2622,8
2623,1
2624,6
2625,4
2626,1
2627,4
2628,7
2629,6
2630,6
2631,6
2632,7
2633,3
2634,4
2635,7
2636,7
2637,7
2638,8
2639,6
2640,3
2641,1
2642,6
2643,8
2644,8
2645,4
2646,1
2647,8
2648,4
2649,7
2650,4
2651,1
2652,0
2653,8
2654,7
2655,0
2656,7
2657,7
2658,7
2659,0
2660,4
2661,7
2662,7
2663,3
2664,3
2665,6
2666,7
2667,7
2668,3
2669,7
2670,0
2671,8
2672,8
2673,6
2674,1
2675,7
2676,6
2677,7
2678,3
2679,6
2680,3
2681,6
2682,8
2683,3
2684,4
2685,7
2686,7
2687,1
2688,7
2689,1
2690,3
2691,6
2692,3
2693,1
2694,0
2695,7
2696,0
2697,1
2698,4
2699,7
2700,7
2701,7
2702,3
2703,4
2704,3
2705,3
2706,1
2707,7
2708,6
2709,6
2710,7
2711,7
2712,1
2713,0
2714,3
2715,1
2716,6
2717,8
2718,8
2719,6
2720,7
2721,3
2722,7
2723,6
2724,4
2725,4
2726,1
2727,3
2728,0
2729,1
2730,1
2731,6
2732,4
2733,4
2734,7
2735,1
2736,6
2737,7
2738,8
2739,1
2740,4
2741,7
2742,7
2743,3
2744,1
2745,4
2746,1
2747,0
2748,4
2749,0
2750,3
2751,4
2752,3
2753,1
2754,7
2755,6
2756,3
2757,0
2758,0
2759,6
2760,3
2761,7
2762,8
2763,1
2764,1
2765,8
2766,8
2767,3
2768,6
2769,3
2770,1
2771,0
2772,3
2773,7
2774,3
2775,0
2776,7
2777,1
2778,0
2779,6
2780,1
2781,3
2782,1
2783,1
2784,8
2785,8
2786,6
2787,1
2788,1
2789,7
2790,7
2791,7
2792,6
2793,7
2794,3
2795,1
2796,4
2797,6
2798,8
2799,7
2800,6
2801,7
2802,7
2803,7
2804,0
2805,8
2806,6
2807,0
2808,0
2809,0
2810,7
2811,3
2812,1
2813,7
2814,6
2815,7
2816,3
2817,1
2818,3
2819,1
2820,1
2821,7
2822,1
2823,0
2824,1
2825,3
2826,7
2827,6
2828,1
2829,7
2830,1
2831,7
2832,6
2833,4
2834,1
2835,0
2836,6
2837,1
2838,3
2839,3
2840,8
2841,0
2842,6
2843,1
2844,1
2845,6
2846,1
2847,6
2848,1
2849,7
2850,7
2851,7
2852,1
2853,7
2854,1
2855,0
2856,6
2857,4
2858,0
2859,3
2860,3
2861,3
2862,7
2863,3
2864,8
2865,1
2866,6
2867,0
2868,3
2869,1
2870,3
2871,1
2872,6
2873,7
2874,3
2875,4
2876,0
2877,7
2878,0
2879,3
2880,1
2881,4
2882,4
2883,6
2884,1
2885,7
2886,0
2887,4
2888,1
2889,7
2890,3
2891,1
2892,6
2893,0
2894,8
2895,7
2896,7
2897,4
2898,3
2899,1
2900,3
2901,4
2902,3
2903,1
2904,1
2905,6
2906,0
2907,0
2908,7
2909,7
2910,8
2911,1
2912,6
2913,0
2914,6
2915,7
2916,7
2917,1
2918,6
2919,7
2920,6
2921,6
2922,3
2923,7
2924,4
2925,7
2926,6
2927,7
2928,7
2929,8
2930,7
2931,1
2932,7
2933,7
2934,3
2935,7
2936,8
2937,1
2938,6
2939,3
2940,6
2941,1
2942,7
2943,7
2944,7
2945,7
2946,3
2947,7
2948,7
2949,7
2950,8
2951,7
2952,3
2953,6
2954,7
2955,3
2956,0
2957,7
2958,1
2959,1
2960,6
2961,6
2962,3
2963,4
2964,3
2965,7
2966,6
2967,7
2968,3
2969,8
2970,8
2971,6
2972,6
2973,7
2974,4
2975,7
2976,3
2977,1
2978,1
2979,1
2980,7
2981,3
2982,6
2983,1
2984,7
2985,0
2986,7
2987,7
2988,8
2989,7
2990,8
2991,8
2992,1
2993,7
2994,7
2995,1
2996,7
